ticket_number;requestor_name;owner_group;issue_category;ticket_type;severity;severity_num;days_open;satisfaction_ind;ticket_status;created_date
147-260223-7805-3-J;Tyrus Oldaker;Software;Access/Login;Request;Unassigned;0;13;Unknown;Open;2020-04-28
690-268663-5199-5-E;Jacquetta Gumb;Hardware;Hardware;Issue;Unassigned;0;12;Unknown;Open;2020-10-22
330-857639-3021-8-I;Merna Burwin;Hardware;Hardware;Issue;Medium;2;20;Satisfied;Resolved;2020-07-29
338-779927-3945-2-L;Todd Cargenven;Networking;Systems;Request;Low;1;20;Unknown;Open;2020-04-17
967-260518-8197-5-V;Emory Matessian;Hardware;Systems;Request;High;3;26;Unknown;Open;2020-10-16
504-664986-8256-1-J;Mirabel Durtnall;Networking;Hardware;Issue;Medium;2;6;Satisfied;Open;2020-06-12
735-516828-4733-7-G;Clarance Hellwich;Hardware;Systems;Request;Low;1;24;Unknown;Resolved;2020-10-18
491-945510-0234-0-U;Hagan Bish;Networking;Systems;Request;Medium;2;17;Unknown;Resolved;2020-09-12
328-495442-4870-3-H;Shermie O'Sheerin;Hardware;Systems;Request;Low;1;18;Unknown;Waiting for Requestor Feedback;2020-04-20
331-788476-0710-5-U;Marget Layzell;Architecture;Hardware;Request;Unassigned;0;35;Unsatisfied;Resolved;2020-10-02
517-776562-7692-7-A;Darwin Brettor;Software;Access/Login;Request;Unassigned;0;23;Unknown;Open;2020-05-12
632-708540-7989-1-L;Ibrahim Girardeau;Security and Governance;Access/Login;Request;Medium;2;25;Satisfied;Open;2020-10-01
614-759187-5367-6-D;Windy Simo;Architecture;Systems;Issue;High;3;24;Unknown;Open;2020-08-25
549-554416-2726-0-R;Sue Rentcome;Software;Software;Request;Medium;2;7;Satisfied;Open;2020-09-15
668-650028-8335-9-R;Maddie Jira;Hardware;Hardware;Issue;Medium;2;12;Unknown;Open;2020-03-05
774-755884-9794-3-X;Chas Altoft;Software;Access/Login;Issue;Low;1;35;Satisfied;Open;2020-10-06
120-059947-9944-4-S;Glennie Paterno;Software;Access/Login;Issue;Low;1;28;Unsatisfied;Resolved;2020-10-11
539-412501-2024-8-W;Elaine MacRitchie;Networking;Hardware;Issue;Medium;2;8;Unknown;Waiting for Requestor Feedback;2020-03-07
532-630672-3811-2-G;Greta Fried;Architecture;Hardware;Request;Medium;2;6;Unknown;Open;2020-05-28
732-201884-8039-8-K;Gipsy MacRory;Networking;Systems;Issue;Unassigned;0;24;Unknown;Open;2020-05-09
517-179247-0592-5-I;Viviana Lishman;Architecture;Hardware;Issue;Unassigned;0;9;Unknown;Resolved;2020-07-19
503-680027-8305-8-X;Chere Boxe;Architecture;Systems;Request;Unassigned;0;28;Unsatisfied;Waiting for Requestor Feedback;2020-04-07
741-760540-0049-2-O;Honoria Rycroft;Software;Software;Issue;Medium;2;15;Unknown;Open;2020-07-04
185-555422-6298-1-J;Brianne Zupo;Architecture;Hardware;Issue;Low;1;28;Satisfied;Resolved;2020-08-22
869-356030-3951-5-U;Link Domnin;Software;Software;Request;Unassigned;0;37;Unsatisfied;Open;2020-07-29
316-427159-3741-1-L;Tucky Moorfield;Software;Access/Login;Issue;Unassigned;0;30;Satisfied;Open;2020-05-03
154-348725-3685-4-P;Glen Bartocci;Software;Access/Login;Issue;Low;1;17;Unknown;Open;2020-09-04
951-657135-3659-1-P;Dennet Steptowe;Hardware;Systems;Issue;Medium;2;28;Unknown;Open;2020-09-03
546-325547-0787-6-K;Feliks Geraldi;Networking;Systems;Issue;Low;1;10;Unknown;Open;2020-05-29
656-166059-4806-4-Q;Hiram O'Fielly;Architecture;Hardware;Request;Unassigned;0;24;Unknown;Open;2020-10-15
464-411643-5048-2-U;Hoyt Tilburn;Architecture;Hardware;Issue;Low;1;26;Unsatisfied;Open;2020-10-08
368-021707-5223-7-A;Kaitlin Webermann;Architecture;Hardware;Issue;Unassigned;0;32;Unknown;Open;2020-06-02
174-462947-5087-0-T;Mac Harrismith;Networking;Access/Login;Issue;Low;1;19;Satisfied;Resolved;2020-04-25
356-820037-6788-7-R;Shepard Mateuszczyk;Networking;Access/Login;Issue;Medium;2;22;Unknown;Open;2020-09-23
444-387077-8565-2-B;Steffi Isakowicz;Security and Governance;Access/Login;Request;Unassigned;0;19;Satisfied;Open;2020-04-13
396-982014-8234-9-S;Teddi Maunsell;Hardware;Systems;Issue;Medium;2;25;Satisfied;Waiting for Requestor Feedback;2020-05-08
089-334744-4965-1-R;Chelsea Pescott;Networking;Hardware;Request;Medium;2;22;Unknown;Waiting for Requestor Feedback;2020-06-11
098-940477-4919-9-U;Dalton Gerardeaux;Software;Access/Login;Issue;Medium;2;33;Satisfied;Open;2020-10-25
695-798157-1463-2-N;Christye Fearnall;Hardware;Hardware;Issue;Medium;2;34;Satisfied;Resolved;2020-08-23
014-426127-5912-6-K;Sheilakathryn Mitchenson;Security and Governance;Access/Login;Issue;Medium;2;15;Unknown;Open;2020-07-01
424-915818-0612-1-L;Sharon Rosenauer;Architecture;Systems;Request;Low;1;24;Unknown;Resolved;2020-03-27
331-280019-2759-0-K;Ike Kirimaa;Networking;Hardware;Issue;High;3;24;Unknown;Open;2020-10-06
313-445481-1290-2-E;Stefa Whittle;Architecture;Hardware;Request;Medium;2;6;Unsatisfied;Open;2020-03-12
112-392488-2849-1-I;Coralie Iggalden;Software;Access/Login;Issue;Medium;2;18;Unsatisfied;Open;2020-08-05
783-062713-8044-2-P;Mayor Helsby;Security and Governance;Access/Login;Request;Unassigned;0;20;Unknown;Open;2020-07-15
451-023800-8189-9-V;Jennie Estcourt;Networking;Access/Login;Issue;High;3;23;Unknown;Resolved;2020-10-30
995-134325-5971-9-E;Jilly Mainland;Networking;Hardware;Request;Unassigned;0;8;Unsatisfied;Open;2020-09-11
641-202725-5659-6-B;Christabel Van der Krui;Networking;Access/Login;Issue;Low;1;28;Satisfied;Open;2020-03-18
686-289379-0592-6-T;Leland Adamides;Security and Governance;Access/Login;Request;Unassigned;0;18;Unknown;Open;2020-05-05
051-188559-2988-4-F;Lukas Voas;Networking;Access/Login;Issue;High;3;24;Satisfied;Open;2020-06-13
211-380707-4002-4-W;Sherline Bathow;Networking;Systems;Issue;Unassigned;0;13;Satisfied;Open;2020-06-13
701-753907-8367-0-Y;Ashlee Palmar;Architecture;Hardware;Request;Medium;2;27;Unsatisfied;Open;2020-07-27
776-881643-7322-5-G;Joanie Gilhouley;Security and Governance;Access/Login;Request;Low;1;3;Satisfied;Waiting for Requestor Feedback;2020-04-13
907-901767-1497-8-I;Bert Mace;Security and Governance;Access/Login;Request;Medium;2;7;Satisfied;Open;2020-06-08
831-634153-8888-5-X;Fernande Bottini;Networking;Systems;Request;Medium;2;5;Satisfied;Open;2020-09-02
984-345699-5024-7-A;Alfie Heasman;Networking;Hardware;Request;Medium;2;10;Unknown;Open;2020-03-16
000-629263-5318-2-R;Tonia Schuler;Software;Access/Login;Issue;Low;1;32;Satisfied;Open;2020-06-10
358-537767-6572-0-B;Dunn Osmint;Networking;Access/Login;Request;Unassigned;0;6;Satisfied;Resolved;2020-10-03
491-466622-9721-2-S;Saxon Flavelle;Software;Software;Issue;Medium;2;32;Unknown;Open;2020-03-26
469-867449-0709-2-L;Darelle Traviss;Software;Access/Login;Request;Low;1;20;Unsatisfied;Open;2020-09-14
246-241624-4270-7-M;Trude Sodo;Architecture;Systems;Issue;Medium;2;4;Satisfied;Open;2020-08-20
680-083156-1194-0-N;Olivie Powrie;Networking;Hardware;Issue;High;3;24;Unsatisfied;Open;2020-03-04
378-947172-8349-2-B;Don McGinty;Networking;Hardware;Issue;Medium;2;22;Satisfied;Resolved;2020-04-28
524-300767-2270-7-Y;Emmalyn Josskovitz;Security and Governance;Access/Login;Issue;Unassigned;0;14;Satisfied;Waiting for Requestor Feedback;2020-09-04
908-884760-8290-1-I;Rora Whapples;Networking;Hardware;Request;Medium;2;9;Unknown;Waiting for Requestor Feedback;2020-08-23
952-877748-0997-2-A;Cointon Freund;Software;Software;Issue;Low;1;15;Satisfied;Resolved;2020-05-22
493-273902-5440-4-E;Lowell Playle;Hardware;Hardware;Request;High;3;8;Unknown;Open;2020-05-13
193-840295-0728-4-V;Brock Froude;Networking;Systems;Issue;Low;1;36;Satisfied;Open;2020-04-20
358-660788-0263-8-R;Claretta Goldsbury;Hardware;Systems;Issue;Low;1;4;Satisfied;Open;2020-06-24
608-781475-2062-3-I;Barrie Gauvin;Networking;Access/Login;Request;High;3;7;Satisfied;Resolved;2020-05-18
632-550171-4824-8-M;Jemmy Barg;Hardware;Systems;Issue;High;3;29;Satisfied;Open;2020-09-24
842-589193-8924-2-M;Trenna Langlands;Software;Access/Login;Request;High;3;36;Unknown;Open;2020-10-09
631-604161-9637-2-T;Mellicent Mallison;Hardware;Systems;Issue;High;3;29;Satisfied;Open;2020-07-19
431-582575-3830-3-C;Ernestus Bratley;Security and Governance;Access/Login;Request;Medium;2;29;Satisfied;Open;2020-03-16
136-378846-7486-3-A;Maurits Simko;Networking;Access/Login;Issue;Low;1;28;Satisfied;Waiting for Requestor Feedback;2020-03-06
905-134746-0232-0-W;Gilemette Wrenn;Hardware;Systems;Request;Unassigned;0;9;Unknown;Open;2020-05-03
293-633700-2290-5-B;Linnell Olpin;Networking;Hardware;Issue;Unassigned;0;14;Satisfied;Open;2020-08-05
839-083829-1708-2-P;Stacy Harrowsmith;Hardware;Systems;Request;Medium;2;6;Satisfied;Open;2020-05-04
894-620221-4691-3-M;Flossi Hayford;Security and Governance;Access/Login;Request;Medium;2;15;Unknown;Resolved;2020-08-24
979-054609-4444-7-W;Dante Beneteau;Networking;Access/Login;Issue;Low;1;15;Satisfied;Open;2020-06-06
420-760291-3740-9-X;Denna Iacabucci;Software;Access/Login;Issue;Low;1;17;Unknown;Open;2020-10-23
849-541036-2793-6-Q;Connie Kalderon;Hardware;Hardware;Issue;Low;1;13;Unknown;Open;2020-07-26
604-882718-0486-9-O;Danyelle Hattiff;Networking;Hardware;Request;Low;1;16;Satisfied;Waiting for Requestor Feedback;2020-06-15
837-816971-1417-2-J;Vidovik Fragino;Software;Access/Login;Issue;Unassigned;0;19;Satisfied;Open;2020-04-17
821-691323-1022-7-T;Terri-jo Rottery;Software;Access/Login;Issue;Unassigned;0;27;Satisfied;Closed - No Action;2020-05-27
062-759078-7663-3-W;Norris Philippson;Security and Governance;Access/Login;Request;Unassigned;0;3;Unknown;Open;2020-09-03
672-285956-1043-5-Q;Arv Purton;Software;Software;Issue;Medium;2;11;Unknown;Open;2020-10-16
605-644683-5346-4-X;Andie Gullyes;Architecture;Systems;Request;Low;1;12;Satisfied;Open;2020-05-09
265-745102-4216-2-R;Axel Pragnall;Hardware;Systems;Issue;Medium;2;3;Unsatisfied;Resolved;2020-06-17
263-511421-8508-4-U;Estelle Mylechreest;Hardware;Hardware;Request;Low;1;14;Unsatisfied;Resolved;2020-10-05
396-430470-6431-2-B;Yasmeen Petroselli;Software;Access/Login;Request;Medium;2;18;Satisfied;Open;2020-08-20
836-341146-9180-9-C;Catharina Kruger;Architecture;Systems;Request;Medium;2;4;Unsatisfied;Waiting for Requestor Feedback;2020-07-19
936-534505-5424-0-C;Anett Oertzen;Architecture;Hardware;Issue;Low;1;4;Satisfied;Open;2020-08-02
077-777233-2352-1-V;Reagan Briscow;Architecture;Hardware;Issue;Unassigned;0;23;Unknown;Resolved;2020-10-19
834-334224-8771-7-B;Helaine Swaisland;Networking;Access/Login;Request;Low;1;36;Satisfied;Open;2020-03-31
911-030993-3584-7-R;Ody McCurtain;Security and Governance;Access/Login;Request;High;3;28;Satisfied;Open;2020-06-08
443-054097-1949-5-G;Samuele Erett;Security and Governance;Access/Login;Issue;Medium;2;33;Unknown;Resolved;2020-04-01
919-761376-6027-8-B;Donalt Clementi;Architecture;Systems;Request;Medium;2;18;Satisfied;Waiting for Requestor Feedback;2020-06-30
890-332035-9687-1-W;Barn Birchenough;Hardware;Systems;Request;Unassigned;0;1;Unknown;Open;2020-08-06
356-041980-2224-0-I;Trudi Olyunin;Architecture;Hardware;Request;Medium;2;3;Unknown;Open;2020-08-27
482-357950-2409-3-J;Jacky Eckh;Software;Access/Login;Request;Medium;2;29;Unknown;Open;2020-08-13
943-241638-8533-5-Z;Damien Trowle;Security and Governance;Access/Login;Request;Medium;2;11;Satisfied;Resolved;2020-06-21
539-638216-8588-2-P;Rora Gonnelly;Software;Software;Issue;Unassigned;0;6;Satisfied;Open;2020-05-07
627-482595-5732-8-C;Rosaleen Wahncke;Software;Access/Login;Issue;Low;1;3;Unsatisfied;Open;2020-05-05
436-972914-6059-6-Z;Broddie Jakoubec;Security and Governance;Access/Login;Request;Low;1;5;Unsatisfied;Open;2020-06-20
047-292465-3406-8-G;Collen Dicey;Hardware;Hardware;Request;Low;1;32;Satisfied;Open;2020-10-15
669-012860-4341-0-P;Nye Lugg;Software;Software;Issue;Low;1;31;Unknown;Open;2020-05-21
316-827275-8358-2-G;Reba Chooter;Networking;Systems;Issue;Low;1;13;Satisfied;Open;2020-09-15
086-135231-0375-3-T;Anatollo Keatch;Architecture;Hardware;Request;Medium;2;9;Satisfied;Resolved;2020-10-29
123-007429-2552-6-F;Isidor Londer;Networking;Hardware;Issue;Unassigned;0;12;Unknown;Open;2020-03-26
007-181339-7833-4-D;Vincents McGilvary;Architecture;Systems;Issue;Medium;2;26;Satisfied;Resolved;2020-04-19
143-142629-9138-2-R;Verge Patington;Security and Governance;Access/Login;Issue;Low;1;37;Unknown;Open;2020-05-19
716-663813-2917-6-R;Bondy MacCurley;Software;Software;Request;Low;1;8;Unknown;Waiting for Requestor Feedback;2020-08-09
843-594254-0577-5-X;Bernetta Weathers;Software;Access/Login;Issue;Medium;2;22;Unknown;Open;2020-03-07
387-542193-0146-7-R;Joleen McMillan;Architecture;Hardware;Issue;Unassigned;0;19;Satisfied;Open;2020-10-02
096-700313-2226-2-E;Sacha Bonnell;Security and Governance;Access/Login;Request;Medium;2;29;Satisfied;Open;2020-09-19
817-537259-0476-9-H;Monique Cloute;Networking;Access/Login;Request;High;3;15;Unknown;Waiting for Requestor Feedback;2020-07-12
613-442310-3590-5-B;Stormy Moorey;Architecture;Systems;Request;Unassigned;0;22;Satisfied;Open;2020-05-06
093-540362-8630-3-Q;Jenni Levett;Security and Governance;Access/Login;Request;Medium;2;17;Satisfied;Waiting for Requestor Feedback;2020-07-20
163-497792-1876-3-K;Max Thurborn;Architecture;Hardware;Request;Unassigned;0;8;Satisfied;Open;2020-03-15
008-513704-6497-4-C;Quent Ripsher;Architecture;Hardware;Issue;High;3;13;Unknown;Resolved;2020-08-11
933-708540-5151-0-G;Valene Gurnay;Software;Software;Issue;Unassigned;0;29;Unknown;Open;2020-09-25
188-891416-5889-2-J;Kali Berthot;Security and Governance;Access/Login;Issue;Unassigned;0;17;Satisfied;Open;2020-08-20
020-261712-4001-8-P;Gerome Dobel;Software;Access/Login;Request;Low;1;27;Unknown;Open;2020-03-10
484-814134-8160-8-D;Emilee Dafydd;Hardware;Hardware;Issue;Medium;2;4;Satisfied;Open;2020-08-25
339-171883-8688-7-Q;Irita Antoons;Networking;Hardware;Issue;Low;1;33;Satisfied;Open;2020-04-08
114-356414-6927-1-F;Amble Kalderon;Networking;Access/Login;Issue;Medium;2;36;Satisfied;Open;2020-09-27
011-841159-2561-2-R;Nicole Roth;Architecture;Systems;Issue;Low;1;26;Unknown;Open;2020-10-21
774-762204-7709-4-O;Paulita Severn;Software;Software;Request;Unassigned;0;2;Satisfied;Open;2020-08-20
738-529956-6576-6-B;Batholomew Alfwy;Hardware;Hardware;Request;Medium;2;16;Satisfied;Open;2020-09-07
631-484745-3174-4-T;Christian Heiner;Security and Governance;Access/Login;Issue;Medium;2;23;Unknown;Waiting for Requestor Feedback;2020-08-29
498-277629-3914-1-Q;Beauregard Coraini;Networking;Hardware;Issue;Medium;2;26;Satisfied;Open;2020-05-07
326-368239-2081-9-Z;Rebekah Legge;Hardware;Hardware;Issue;Medium;2;21;Satisfied;Open;2020-09-11
425-625801-0513-7-K;Abbye Neath;Software;Access/Login;Issue;Medium;2;20;Unknown;Waiting for Requestor Feedback;2020-09-11
355-879207-4314-9-K;Adeline Bartlomiejczyk;Security and Governance;Access/Login;Issue;Medium;2;2;Satisfied;Open;2020-09-05
278-870863-3802-8-V;Dulcea Rodgier;Software;Software;Issue;High;3;16;Satisfied;Open;2020-05-22
672-877714-5504-5-T;Anton Dawbery;Hardware;Systems;Issue;Medium;2;33;Satisfied;Waiting for Requestor Feedback;2020-05-14
930-446505-9151-7-R;Grantham Betham;Architecture;Systems;Issue;Low;1;30;Satisfied;Resolved;2020-03-27
070-236716-5856-7-T;Julian Sango;Architecture;Hardware;Issue;Medium;2;1;Satisfied;Open;2020-08-25
007-332607-7639-7-C;Tori Kells;Hardware;Hardware;Issue;Medium;2;25;Satisfied;Open;2020-03-23
088-004732-8161-0-L;Elton Machan;Architecture;Hardware;Request;Low;1;33;Satisfied;Open;2020-10-10
083-209090-2076-7-T;Doria Monelle;Software;Software;Issue;Unassigned;0;10;Satisfied;Resolved;2020-05-07
097-679670-1733-4-S;Larina Brownlie;Networking;Systems;Issue;Unassigned;0;36;Unknown;Open;2020-09-19
876-414398-7594-9-K;Jonell Briddle;Hardware;Hardware;Request;Low;1;15;Satisfied;Open;2020-04-07
969-025090-7498-5-W;Britt Drepp;Hardware;Systems;Request;High;3;17;Unknown;Open;2020-06-12
820-242452-7491-1-F;Selene Spoor;Architecture;Systems;Request;Low;1;30;Unknown;Open;2020-08-31
684-232570-7232-2-B;Immanuel Kubiczek;Networking;Access/Login;Issue;Medium;2;3;Satisfied;Open;2020-03-14
140-112842-1005-7-T;Tammy Smidmor;Architecture;Hardware;Issue;High;3;13;Satisfied;Open;2020-10-01
715-760185-2008-4-J;Genevieve Rowsel;Security and Governance;Access/Login;Request;Unassigned;0;28;Satisfied;Open;2020-05-18
412-673556-5329-6-Y;Bobbe Frood;Networking;Hardware;Issue;Low;1;22;Unknown;Open;2020-03-22
997-036976-9985-4-J;Allyce Springford;Software;Software;Request;Unassigned;0;29;Unknown;Open;2020-10-06
752-895337-8524-5-B;Gordie Newhouse;Networking;Hardware;Issue;High;3;18;Unknown;Open;2020-10-21
546-732273-5058-3-N;Marris Padgett;Security and Governance;Access/Login;Issue;Unassigned;0;12;Unknown;Open;2020-09-20
781-060584-8082-1-O;Kassia Leppington;Architecture;Hardware;Request;Low;1;31;Unknown;Open;2020-05-30
939-700813-5219-6-W;Ainslie Whilde;Networking;Systems;Issue;Unassigned;0;25;Unknown;Resolved;2020-08-05
494-394409-9031-7-A;Christian Eastope;Architecture;Systems;Request;Low;1;23;Unsatisfied;Open;2020-06-15
371-958915-3497-1-Q;Omero Puddle;Hardware;Systems;Issue;Unassigned;0;2;Unknown;Open;2020-08-26
402-527388-4417-2-W;Selig Tenwick;Architecture;Hardware;Issue;Medium;2;4;Unknown;Resolved;2020-07-10
086-770479-6220-9-S;Sallie Jedrysik;Networking;Access/Login;Request;Unassigned;0;37;Satisfied;Open;2020-09-29
156-158142-1678-8-F;Barbee Snead;Software;Software;Issue;Low;1;35;Satisfied;Open;2020-09-24
654-815283-7158-2-U;Beverly Glassup;Software;Access/Login;Request;High;3;26;Satisfied;Resolved;2020-10-24
675-890080-4683-1-W;Christoforo Culligan;Software;Access/Login;Request;High;3;25;Satisfied;Open;2020-05-09
025-473514-8350-7-C;Luis Cardno;Networking;Systems;Request;High;3;16;Unknown;Open;2020-08-10
026-657011-5980-8-E;Selma Blampey;Architecture;Systems;Issue;Medium;2;23;Satisfied;Waiting for Requestor Feedback;2020-08-04
304-178833-0438-8-S;Archer Scad;Hardware;Systems;Issue;High;3;14;Unsatisfied;Open;2020-10-18
298-609880-6850-4-E;Damon Frain;Security and Governance;Access/Login;Issue;Unassigned;0;28;Satisfied;Resolved;2020-08-11
107-067651-9707-1-K;Onida Soame;Hardware;Hardware;Request;Medium;2;16;Satisfied;Open;2020-10-23
204-483286-6652-4-F;Linn Hainey;Architecture;Systems;Issue;Unassigned;0;29;Satisfied;Open;2020-10-17
896-688840-3553-2-W;Gerrie Cardwell;Architecture;Systems;Request;Low;1;3;Unknown;Resolved;2020-06-07
814-142651-6260-8-A;Waldemar MacGregor;Networking;Systems;Request;Unassigned;0;27;Satisfied;Open;2020-05-30
556-846395-9621-7-P;Zebulen Santry;Hardware;Systems;Issue;Unassigned;0;24;Satisfied;Open;2020-08-09
593-163989-4821-8-E;Addie Geldeard;Software;Software;Request;Low;1;21;Satisfied;Resolved;2020-09-20
480-957705-7886-7-X;Donna Oakwell;Architecture;Hardware;Issue;Medium;2;11;Unsatisfied;Open;2020-10-19
047-713913-3086-0-L;Sabine Peskin;Hardware;Systems;Request;Low;1;27;Satisfied;Resolved;2020-08-17
524-802584-7122-6-Y;Amy Londsdale;Architecture;Hardware;Request;High;3;18;Satisfied;Open;2020-09-23
903-749846-6493-1-E;Liza Salack;Networking;Hardware;Request;High;3;13;Unsatisfied;Waiting for Requestor Feedback;2020-05-19
838-030741-2493-8-S;Delbert Colomb;Security and Governance;Access/Login;Issue;Unassigned;0;2;Satisfied;Waiting for Requestor Feedback;2020-07-30
839-170671-4923-0-P;Marjy Sibthorpe;Software;Software;Issue;Unassigned;0;1;Satisfied;Open;2020-09-08
751-892117-3658-1-H;Hewett Paliser;Security and Governance;Access/Login;Issue;Medium;2;30;Satisfied;Open;2020-05-06
053-067315-8762-3-M;Nappy Westwood;Security and Governance;Access/Login;Request;Unassigned;0;29;Satisfied;Open;2020-03-31
620-508445-7782-7-S;Rockie McCree;Hardware;Systems;Request;High;3;36;Satisfied;Open;2020-06-14
780-725359-0343-9-F;Shurwood Shevell;Networking;Systems;Request;Low;1;6;Satisfied;Resolved;2020-04-06
305-969109-4376-1-Y;Daren Figura;Networking;Hardware;Issue;High;3;2;Unknown;Open;2020-04-13
709-451372-4852-8-A;Bail Joskowicz;Networking;Systems;Request;Unassigned;0;6;Unknown;Waiting for Requestor Feedback;2020-09-10
991-817467-1714-6-H;Jeanette Colleck;Architecture;Hardware;Request;High;3;5;Satisfied;Open;2020-10-24
128-588538-0489-8-Z;Rachelle Salisbury;Software;Access/Login;Issue;Medium;2;36;Satisfied;Waiting for Requestor Feedback;2020-04-29
042-220753-9034-4-I;Blinny Yanele;Software;Access/Login;Request;High;3;22;Satisfied;Open;2020-07-29
672-613488-9412-3-X;Jolene Smead;Security and Governance;Access/Login;Issue;Medium;2;20;Satisfied;Resolved;2020-07-08
806-214958-9965-3-K;Adena Crooke;Security and Governance;Access/Login;Request;Medium;2;24;Satisfied;Waiting for Requestor Feedback;2020-08-22
